1396872519702;29248652;172.28572;312.5;0.41935483;0
1396872519768;29248719;169.7143;327.81348;0.41935483;2
1396872519786;29248736;168.85715;335.62997;0.41935483;2
1396872519803;29248763;166.16058;356.2696;0.41935483;2
1396872519820;29248780;166.28572;368.36316;0.41935483;2
1396872519837;29248796;167.11742;387.23505;0.41935483;2
1396872519854;29248813;169.31482;415.06558;0.41935483;2
1396872519871;29248830;171.64621;432.82297;0.41935483;2
1396872519888;29248847;175.07358;446.21204;0.41935483;2
1396872519906;29248864;177.5556;459.85486;0.41935483;2
1396872519920;29248880;179.70866;474.07202;0.41935483;2
1396872519941;29248897;181.29218;483.96896;0.41935483;2
1396872519955;29248914;182.91174;492.84387;0.41935483;2
1396872519972;29248931;183.42857;501.68546;0.41935483;2
1396872519988;29248948;183.42857;508.08813;0.41935483;2
1396872520004;29248964;183.42857;512.69324;0.41935483;2
1396872520022;29248981;183.42857;515.80023;0.41935483;2
1396872520039;29248998;181.49901;515.84717;0.41935483;2
1396872520054;29249012;179.57143;513.83923;0.41935483;2
1396872520071;29249032;176.5167;510.6573;0.41935483;2
1396872520091;29249048;168.7283;489.77594;0.41935483;2
1396872520104;29249065;160.84143;462.13693;0.41935483;2
1396872520122;29249082;156.52293;435.1388;0.41935483;2
1396872520143;29249099;154.28572;413.56006;0.41935483;2
1396872520156;29249116;154.9633;392.42297;0.41935483;2
1396872520172;29249132;159.19131;364.8757;0.41935483;2
1396872520189;29249149;163.1652;353.13538;0.41935483;2
1396872520206;29249166;173.57426;325.70715;0.41935483;2
1396872520223;29249183;184.15268;302.69785;0.41935483;2
1396872520242;29249200;192.24687;290.81427;0.41935483;2
1396872520257;29249217;201.5379;283.50308;0.41935483;2
1396872520273;29249233;211.20804;277.94223;0.41935483;2
1396872520291;29249250;220.69836;275.0926;0.41935483;2
1396872520308;29249267;225.85571;274.10715;0.41935483;2
1396872520324;29249284;238.52101;274.65237;0.41935483;2
1396872520343;29249301;250.6821;277.5186;0.41935483;2
1396872520358;29249317;261.10492;283.00607;0.41935483;2
1396872520374;29249334;269.824;289.81784;0.41935483;2
1396872520391;29249351;275.47855;299.53488;0.41935483;2
1396872520407;29249368;279.63034;311.08246;0.41935483;2
1396872520428;29249385;280.93875;318.57974;0.41935483;2
1396872520441;29249402;280.30103;328.49164;0.41935483;2
1396872520459;29249418;275.8832;342.32925;0.41935483;2
1396872520476;29249435;270.53256;355.0278;0.41935483;2
1396872520492;29249452;264.4895;364.41373;0.41935483;2
1396872520509;29249469;257.97733;371.14667;0.41935483;2
1396872520526;29249486;251.27194;374.95517;0.41935483;2
1396872520542;29249502;246.36526;376.46738;0.41935483;2
1396872520559;29249519;240.63881;377.67856;0.41935483;2
1396872520575;29249536;235.16588;377.67856;0.41935483;2
1396872520592;29249553;230.75879;377.67856;0.41935483;2
1396872520611;29249570;226.78175;377.67856;0.41935483;2
1396872520627;29249586;223.77177;376.84558;0.41935483;2
1396872520643;29249603;221.74826;376.7857;0.41935483;2
1396872520659;29249617;219.85715;376.7857;0.41935483;2
1396872520677;29249637;218.40277;375.89285;0.41935483;2
1396872520696;29249652;216.42857;375.89285;0.41935483;2
1396872520827;29249788;217.74667;375.89285;0.41935483;2
1396872520845;29249805;219.61394;375.89285;0.41935483;2
1396872520877;29249838;220.99338;375.89285;0.41935483;2
1396872520894;29249847;221.57141;375.89285;0.41935483;2
1396872520911;29249872;223.32593;375.89285;0.41935483;2
1396872520928;29249889;225.0617;375.89285;0.41935483;2
1396872520943;29249904;226.7143;375.89285;0.41935483;2
1396872520960;29249922;227.25865;375.89285;0.41935483;2
1396872520977;29249939;228.01439;375.89285;0.41935483;2
1396872521030;29249990;229.44821;375.89285;0.41935483;2
1396872521046;29250007;231.64465;375.89285;0.41935483;2
1396872521063;29250023;232.99382;375.89285;0.41935483;2
1396872521081;29250040;235.14615;375.89285;0.41935483;2
1396872521097;29250057;237.2946;375.89285;0.41935483;2
1396872521113;29250074;239.45004;375.89285;0.41935483;2
1396872521131;29250088;241.28572;375.89285;0.41935483;2
1396872521146;29250107;242.61948;375.89285;0.41935483;2
1396872521164;29250124;247.03203;375.89285;0.41935483;2
1396872521182;29250141;253.1491;376.8871;0.41935483;2
1396872521197;29250158;260.9232;376.7857;0.41935483;2
1396872521214;29250175;269.5472;376.7857;0.41935483;2
1396872521235;29250191;279.84714;376.7857;0.41935483;2
1396872521246;29250208;293.6403;375.69128;0.41935483;2
1396872521264;29250225;301.16763;373.7556;0.41935483;2
1396872521282;29250242;318.44775;368.33688;0.41935483;2
1396872521297;29250259;334.7746;361.1886;0.41935483;2
1396872521315;29250275;350.14038;352.0423;0.41935483;2
1396872521331;29250292;364.72006;340.619;0.41935483;2
1396872521349;29250309;376.68997;328.24466;0.41935483;2
1396872521365;29250326;386.76227;315.14487;0.41935483;2
1396872521386;29250343;390.42346;308.78864;0.41935483;2
1396872521399;29250359;395.37442;297.49066;0.41935483;2
1396872521416;29250376;398.27594;282.789;0.41935483;2
