1396871765011;28803170;1879.7144;400.0;0.41935483;0
1396871765078;28803246;1879.7144;400.0;0.41935483;1
1396871773247;28811406;1885.7144;562.5;0.41935483;0
1396871773304;28811480;1885.7144;562.5;0.41935483;1
1396871774159;28812334;280.2857;949.1071;0.41935483;0
1396871774180;28812348;288.97165;947.29755;0.41935483;2
1396871774194;28812365;349.85538;932.914;0.41935483;2
1396871774210;28812382;445.50806;914.37036;0.41935483;2
1396871774230;28812398;571.1204;896.4973;0.41935483;2
1396871774243;28812414;733.7143;876.7857;0.41935483;2
1396871774261;28812432;839.8523;863.9887;0.41935483;2
1396871774281;28812452;1152.4999;832.41455;0.41935483;2
1396871774298;28812469;1244.7931;818.7115;0.48387095;2
1396871774315;28812486;1299.0875;812.36993;0.48387095;2
1396871774332;28812503;1327.4388;810.7143;0.54838705;2
1396871774349;28812519;1334.248;812.77795;0.61290324;2
1396871774365;28812536;1335.7065;814.8891;0.61290324;2
1396871774381;28812553;1333.8256;816.0135;0.61290324;2
1396871774400;28812570;1298.4237;823.2716;0.61290324;2
1396871774415;28812587;1127.3723;848.29956;0.61290324;2
1396871774431;28812604;1043.8833;859.125;0.6451613;2
1396871774449;28812620;884.3674;873.6312;0.61290324;2
1396871774466;28812637;813.2716;878.01953;0.61290324;2
1396871774483;28812654;741.0944;881.2845;0.61290324;2
1396871774499;28812671;668.66815;882.1428;0.61290324;2
1396871774516;28812688;634.5613;882.1428;0.61290324;2
1396871774536;28812705;547.1649;879.5128;0.61290324;2
1396871774549;28812721;480.7318;878.11414;0.61290324;2
1396871774567;28812738;425.30698;879.45685;0.61290324;2
1396871774584;28812755;395.65567;881.55634;0.61290324;2
1396871774601;28812772;385.3498;883.7575;0.61290324;2
1396871774622;28812789;380.36237;885.93207;0.61290324;2
1396871774639;28812806;379.7143;887.2457;0.61290324;2
1396871774651;28812822;386.29874;890.73517;0.61290324;2
1396871774675;28812839;458.44772;903.4141;0.6451613;2
1396871774685;28812856;579.4229;908.48224;0.61290324;2
1396871774702;28812873;714.9354;904.507;0.61290324;2
1396871774718;28812890;882.6144;895.29865;0.61290324;2
1396871774736;28812906;1045.328;885.44165;0.61290324;2
1396871774751;28812923;1219.7563;878.9475;0.61290324;2
